#Software: Microsoft Internet Information Services 7.5
#Version: 1.0
#Date: 2016-10-03 18:53:10
#Fields: date time s-sitename cs-method cs-uri-stem cs-uri-query cs-username c-ip cs-version cs(User-Agent) cs(Cookie) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2016-10-04 05:41:36 W3SVC3236 GET /images/slide6.jpg - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 191773 351 5019
2016-10-04 05:41:37 W3SVC3236 GET /images/slide4.jpg - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 200337 351 4308
2016-10-04 05:41:37 W3SVC3236 GET /favicon.ico - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 404 0 2 1405 320 179
2016-10-04 05:41:47 W3SVC3236 GET /contact.html - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/ www.xtruline.com 200 0 0 6786 422 270
2016-10-04 05:41:47 W3SVC3236 GET /images/location-icon.png - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/contact.html www.xtruline.com 200 0 0 3363 370 149
2016-10-04 05:41:47 W3SVC3236 GET /images/fax-icon.png - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/contact.html www.xtruline.com 200 0 0 3416 365 145
2016-10-04 05:41:47 W3SVC3236 GET /images/phone-icon.png - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/contact.html www.xtruline.com 200 0 0 3411 367 153
2016-10-04 05:41:47 W3SVC3236 GET /images/email-icon.png - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/contact.html www.xtruline.com 200 0 0 3187 367 153
2016-10-04 05:41:47 W3SVC3236 GET /images/enqry-icon.png - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/contact.html www.xtruline.com 200 0 0 6615 367 166
2016-10-04 05:41:47 W3SVC3236 GET /images/enqry-bg.png - - 14.98.129.15 HTTP/1.1 Mozilla/5.0+(Windows+NT+10.0;+WOW64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/53.0.2785.116+Safari/537.36 - http://www.xtruline.com/css/style.css www.xtruline.com 200 0 0 9018 366 166
